"caseid"	"degree"	"satfin"
4800	"Bachelor"	"Not At All Sat"
4801	"Lt High School"	"Not At All Sat"
4802	"Lt High School"	"Satisfied"
4803	"High School"	"Satisfied"
4804	"High School"	"Satisfied"
4805	"Lt High School"	"Not At All Sat"
4806	"Lt High School"	"More Or Less"
4807	"Bachelor"	"More Or Less"
4808	"High School"	"Satisfied"
4809	"High School"	"Satisfied"
4810	"High School"	"Satisfied"
4811	"Lt High School"	"More Or Less"
4812	"Lt High School"	"Satisfied"
4813	"High School"	"More Or Less"
4814	"Lt High School"	"Not At All Sat"
4816	"High School"	"More Or Less"
4817	"High School"	"Not At All Sat"
4818	"Bachelor"	"Not At All Sat"
4819	"Bachelor"	"Not At All Sat"
4820	"Graduate"	"More Or Less"
4821	"Bachelor"	"Satisfied"
4822	"High School"	"Satisfied"
4823	"High School"	"More Or Less"
4824	"Bachelor"	"More Or Less"
4825	"High School"	"More Or Less"
4826	"Bachelor"	"Satisfied"
4827	"Junior College"	"More Or Less"
4829	"High School"	"Satisfied"
4830	"High School"	"Satisfied"
4831	"High School"	"More Or Less"
4832	"High School"	"Satisfied"
4833	"High School"	"More Or Less"
4834	"Lt High School"	"Satisfied"
4836	"Lt High School"	"More Or Less"
4837	"Lt High School"	"Satisfied"
4838	"High School"	"Not At All Sat"
4839	"Lt High School"	"Satisfied"
4840	"Lt High School"	"Not At All Sat"
4843	"Lt High School"	"Not At All Sat"
4844	"High School"	"More Or Less"
4845	"High School"	"Not At All Sat"
4846	"Lt High School"	"Not At All Sat"
4847	"Lt High School"	"More Or Less"
4848	"Lt High School"	"Not At All Sat"
4849	"Lt High School"	"Satisfied"
4850	"Lt High School"	"More Or Less"
4851	"Lt High School"	"Satisfied"
4852	"High School"	"Not At All Sat"
4853	"High School"	"Not At All Sat"
4854	"High School"	"More Or Less"
4855	"Junior College"	"More Or Less"
4856	"High School"	"Satisfied"
4857	"High School"	"Satisfied"
4858	"Junior College"	"Satisfied"
4859	"Bachelor"	"More Or Less"
4860	"Lt High School"	"Satisfied"
4861	"Lt High School"	"Satisfied"
4862	"High School"	"Not At All Sat"
4863	"High School"	"Not At All Sat"
4864	"High School"	"More Or Less"
4865	"Junior College"	"Satisfied"
4866	"High School"	"Not At All Sat"
4867	"Lt High School"	"More Or Less"
4868	"High School"	"More Or Less"
4869	"Lt High School"	"Not At All Sat"
4870	"High School"	"More Or Less"
4871	"Bachelor"	"More Or Less"
4872	"Bachelor"	"Satisfied"
4874	"High School"	"More Or Less"
4875	"Lt High School"	"More Or Less"
4877	"High School"	"Not At All Sat"
4878	"Lt High School"	"Not At All Sat"
4879	"Lt High School"	"Not At All Sat"
4880	"High School"	"Not At All Sat"
4881	"Lt High School"	"More Or Less"
4882	"High School"	"Not At All Sat"
4883	"High School"	"Satisfied"
4884	"Bachelor"	"More Or Less"
4885	"Bachelor"	"More Or Less"
4886	"High School"	"Not At All Sat"
4887	"Lt High School"	"More Or Less"
4888	"High School"	"Satisfied"
4889	"High School"	"More Or Less"
4890	"Lt High School"	"Satisfied"
4891	"Graduate"	"More Or Less"
4892	"Bachelor"	"More Or Less"
4893	"Lt High School"	"Not At All Sat"
4894	"High School"	"More Or Less"
4895	"High School"	"More Or Less"
4896	"High School"	"Satisfied"
4897	"High School"	"Not At All Sat"
4898	"High School"	"Not At All Sat"
4899	"Bachelor"	"More Or Less"
4900	"Lt High School"	"More Or Less"
4901	"Junior College"	"Not At All Sat"
4902	"High School"	"Not At All Sat"
4903	"Bachelor"	"More Or Less"
4904	"High School"	"Satisfied"
4905	"High School"	"Satisfied"
4906	"Junior College"	"More Or Less"
4907	"High School"	"More Or Less"
4908	"Lt High School"	"More Or Less"
4909	"Lt High School"	"Satisfied"
4910	"High School"	"More Or Less"
4911	"Lt High School"	"More Or Less"
4912	"High School"	"Not At All Sat"
4913	"High School"	"Not At All Sat"
4914	"Lt High School"	"More Or Less"
4915	"High School"	"Not At All Sat"
4916	"High School"	"Not At All Sat"
4917	"High School"	"Satisfied"
4918	"Lt High School"	"Satisfied"
4919	"High School"	"Satisfied"
4920	"High School"	"Not At All Sat"
4921	"High School"	"Satisfied"
4922	"Graduate"	"Satisfied"
4923	"Bachelor"	"More Or Less"
4924	"High School"	"More Or Less"
4925	"Lt High School"	"Not At All Sat"
4926	"High School"	"Satisfied"
4927	"Bachelor"	"Satisfied"
4928	"Lt High School"	"Satisfied"
4930	"Bachelor"	"More Or Less"
4931	"High School"	"More Or Less"
4932	"High School"	"Satisfied"
4933	"High School"	"Not At All Sat"
4934	"High School"	"More Or Less"
4935	"High School"	"Satisfied"
4936	"Bachelor"	"Satisfied"
4937	"High School"	"More Or Less"
4938	"High School"	"Not At All Sat"
4939	"High School"	"Not At All Sat"
4940	"Graduate"	"More Or Less"
4941	"High School"	"More Or Less"
4942	"High School"	"Satisfied"
4943	"High School"	"More Or Less"
4944	"Lt High School"	"Satisfied"
4945	"High School"	"More Or Less"
4946	"Lt High School"	"Satisfied"
4947	"High School"	"Not At All Sat"
4948	"Bachelor"	"Satisfied"
4949	"High School"	"Satisfied"
4950	"High School"	"More Or Less"
4951	"High School"	"More Or Less"
4952	"Lt High School"	"Satisfied"
4953	"High School"	"Satisfied"
4954	"Lt High School"	"More Or Less"
4955	"Lt High School"	"Not At All Sat"
4956	"High School"	"More Or Less"
4957	"Lt High School"	"More Or Less"
4958	"High School"	"Not At All Sat"
4959	"High School"	"Satisfied"
4960	"High School"	"More Or Less"
4961	"High School"	"Satisfied"
4962	"Lt High School"	"Not At All Sat"
4963	"High School"	"Satisfied"
4964	"High School"	"Not At All Sat"
4965	"Lt High School"	"More Or Less"
4966	"Lt High School"	"More Or Less"
4967	"Lt High School"	"More Or Less"
4969	"High School"	"Satisfied"
4970	"Lt High School"	"Satisfied"
4971	"Graduate"	"More Or Less"
4972	"Graduate"	"Not At All Sat"
4976	"High School"	"Satisfied"
4977	"Bachelor"	"More Or Less"
4978	"Graduate"	"Satisfied"
4979	"High School"	"Satisfied"
4980	"Lt High School"	"More Or Less"
4981	"Lt High School"	"More Or Less"
4982	"High School"	"More Or Less"
4983	"Lt High School"	"Not At All Sat"
4984	"Lt High School"	"Not At All Sat"
4985	"High School"	"Not At All Sat"
4986	"High School"	"Not At All Sat"
4987	"High School"	"More Or Less"
4988	"High School"	"More Or Less"
4989	"High School"	"Not At All Sat"
4990	"High School"	"Satisfied"
4991	"Lt High School"	"Not At All Sat"
4992	"High School"	"Satisfied"
4993	"Lt High School"	"More Or Less"
4994	"High School"	"More Or Less"
4995	"High School"	"Satisfied"
4996	"High School"	"More Or Less"
4997	"High School"	"Not At All Sat"
4998	"Lt High School"	"More Or Less"
4999	"High School"	"Not At All Sat"
5000	"Lt High School"	"More Or Less"
5001	"High School"	"Satisfied"
5003	"High School"	"Satisfied"
5004	"High School"	"Not At All Sat"
5005	"High School"	"Satisfied"
5006	"High School"	"More Or Less"
5007	"Junior College"	"Satisfied"
5008	"High School"	"Not At All Sat"
5009	"Bachelor"	"Satisfied"
5010	"High School"	"More Or Less"
5011	"Lt High School"	"More Or Less"
5012	"High School"	"Satisfied"
5013	"High School"	"Satisfied"
5014	"High School"	"Not At All Sat"
5015	"High School"	"More Or Less"
5016	"High School"	"More Or Less"
5017	"Lt High School"	"More Or Less"
5018	"High School"	"More Or Less"
5019	"High School"	"Satisfied"
5020	"Lt High School"	"More Or Less"
5021	"Lt High School"	"Satisfied"
5022	"High School"	"More Or Less"
5023	"High School"	"More Or Less"
5024	"Lt High School"	"More Or Less"
5025	"High School"	"More Or Less"
5026	"High School"	"Satisfied"
5027	"Lt High School"	"More Or Less"
5028	"High School"	"Satisfied"
5029	"High School"	"Satisfied"
5030	"Graduate"	"Not At All Sat"
5031	"High School"	"More Or Less"
5032	"Lt High School"	"More Or Less"
5033	"Lt High School"	"Not At All Sat"
5034	"High School"	"Satisfied"
5036	"Lt High School"	"More Or Less"
5037	"Lt High School"	"Satisfied"
5038	"High School"	"More Or Less"
5039	"Lt High School"	"More Or Less"
5040	"Lt High School"	"More Or Less"
5041	"High School"	"Satisfied"
5042	"High School"	"More Or Less"
5043	"High School"	"More Or Less"
5044	"High School"	"Not At All Sat"
5045	"Lt High School"	"Satisfied"
5046	"Lt High School"	"More Or Less"
5047	"Lt High School"	"More Or Less"
5048	"High School"	"More Or Less"
5049	"Lt High School"	"Satisfied"
5050	"High School"	"Satisfied"
5052	"Lt High School"	"Satisfied"
5053	"Bachelor"	"More Or Less"
5054	"Lt High School"	"More Or Less"
5055	"High School"	"More Or Less"
5056	"High School"	"Not At All Sat"
5057	"High School"	"More Or Less"
5058	"Lt High School"	"More Or Less"
5060	"Lt High School"	"Satisfied"
5061	"Bachelor"	"Satisfied"
5062	"Bachelor"	"More Or Less"
5063	"High School"	"More Or Less"
5064	"High School"	"Satisfied"
5065	"Lt High School"	"Satisfied"
5066	"Lt High School"	"More Or Less"
5067	"High School"	"Not At All Sat"
5068	"Lt High School"	"Not At All Sat"
5069	"Lt High School"	"Not At All Sat"
5070	"Lt High School"	"Not At All Sat"
5071	"Lt High School"	"Not At All Sat"
5072	"Lt High School"	"Not At All Sat"
5073	"Bachelor"	"More Or Less"
5074	"Lt High School"	"Satisfied"
5075	"Lt High School"	"Not At All Sat"
5076	"Lt High School"	"More Or Less"
5077	"High School"	"Not At All Sat"
5078	"Lt High School"	"Not At All Sat"
5080	"Lt High School"	"More Or Less"
5081	"Lt High School"	"More Or Less"
5082	"Lt High School"	"Not At All Sat"
5083	"High School"	"More Or Less"
5084	"High School"	"More Or Less"
5085	"High School"	"Satisfied"
5086	"Junior College"	"More Or Less"
5087	"High School"	"Not At All Sat"
5088	"Bachelor"	"More Or Less"
5089	"High School"	"More Or Less"
5090	"Bachelor"	"More Or Less"
5091	"Lt High School"	"More Or Less"
5092	"High School"	"Not At All Sat"
5093	"High School"	"Satisfied"
5094	"High School"	"More Or Less"
5095	"Lt High School"	"Not At All Sat"
5096	"Lt High School"	"Not At All Sat"
5097	"High School"	"Not At All Sat"
5098	"High School"	"Not At All Sat"
5099	"High School"	"More Or Less"
5100	"Graduate"	"Satisfied"
5101	"High School"	"Satisfied"
5102	"Lt High School"	"Satisfied"
5103	"Bachelor"	"Satisfied"
5104	"High School"	"Satisfied"
5105	"High School"	"More Or Less"
5106	"High School"	"Satisfied"
5107	"High School"	"More Or Less"
5108	"High School"	"Not At All Sat"
5109	"High School"	"More Or Less"
5110	"High School"	"More Or Less"
5111	"High School"	"More Or Less"
5112	"High School"	"Not At All Sat"
5113	"High School"	"More Or Less"
5114	"High School"	"Satisfied"
5115	"High School"	"More Or Less"
5116	"Bachelor"	"Not At All Sat"
5117	"High School"	"More Or Less"
5118	"Lt High School"	"More Or Less"
5119	"Graduate"	"Satisfied"
5120	"Lt High School"	"More Or Less"
5121	"Lt High School"	"More Or Less"
5122	"Lt High School"	"Satisfied"
5123	"Lt High School"	"Satisfied"
5125	"High School"	"Not At All Sat"
5126	"Lt High School"	"More Or Less"
5127	"High School"	"Satisfied"
5128	"High School"	"Not At All Sat"
5129	"High School"	"Not At All Sat"
5130	"High School"	"More Or Less"
5131	"High School"	"Satisfied"
5132	"High School"	"More Or Less"
5133	"High School"	"Satisfied"
5134	"High School"	"More Or Less"
5135	"Bachelor"	"More Or Less"
5136	"Bachelor"	"Satisfied"
5137	"Lt High School"	"Satisfied"
5138	"High School"	"Satisfied"
5139	"Bachelor"	"Satisfied"
5140	"High School"	"More Or Less"
5141	"High School"	"More Or Less"
5142	"Lt High School"	"Not At All Sat"
5143	"High School"	"Satisfied"
5144	"High School"	"Satisfied"
5145	"High School"	"Satisfied"
5146	"Bachelor"	"More Or Less"
5147	"High School"	"More Or Less"
5148	"High School"	"More Or Less"
5149	"Bachelor"	"More Or Less"
5150	"High School"	"More Or Less"
5151	"Lt High School"	"More Or Less"
5152	"High School"	"More Or Less"
5153	"Lt High School"	"Satisfied"
5154	"High School"	"Not At All Sat"
5155	"High School"	"More Or Less"
5156	"Lt High School"	"More Or Less"
5157	"High School"	"More Or Less"
5158	"High School"	"More Or Less"
5159	"Graduate"	"Satisfied"
5160	"Bachelor"	"Satisfied"
5161	"Bachelor"	"Satisfied"
5162	"Lt High School"	"Satisfied"
5163	"High School"	"More Or Less"
5164	"High School"	"More Or Less"
5165	"Lt High School"	"Not At All Sat"
5166	"High School"	"More Or Less"
5167	"High School"	"Satisfied"
5168	"Graduate"	"More Or Less"
5169	"High School"	"Not At All Sat"
5170	"High School"	"Not At All Sat"
5171	"High School"	"Satisfied"
5172	"High School"	"Satisfied"
5173	"Junior College"	"More Or Less"
5174	"High School"	"Not At All Sat"
5175	"High School"	"Not At All Sat"
5176	"Lt High School"	"More Or Less"
5177	"Lt High School"	"More Or Less"
5178	"Lt High School"	"More Or Less"
5179	"Bachelor"	"More Or Less"
5180	"Lt High School"	"Not At All Sat"
5181	"Lt High School"	"Satisfied"
5182	"Lt High School"	"Not At All Sat"
5183	"Lt High School"	"Not At All Sat"
5184	"Lt High School"	"More Or Less"
5185	"High School"	"More Or Less"
5186	"High School"	"Not At All Sat"
5187	"Lt High School"	"Not At All Sat"
5188	"Graduate"	"More Or Less"
5189	"Bachelor"	"More Or Less"
5190	"High School"	"Satisfied"
5191	"Graduate"	"Not At All Sat"
5192	"High School"	"Satisfied"
5193	"High School"	"Not At All Sat"
5194	"High School"	"Satisfied"
5195	"Bachelor"	"More Or Less"
5196	"Bachelor"	"Not At All Sat"
5197	"Bachelor"	"Not At All Sat"
5198	"Bachelor"	"Not At All Sat"
5199	"Graduate"	"Not At All Sat"
5200	"Lt High School"	"More Or Less"
5201	"High School"	"More Or Less"
5202	"High School"	"Not At All Sat"
5203	"Lt High School"	"More Or Less"
5204	"High School"	"More Or Less"
5205	"High School"	"More Or Less"
5206	"Lt High School"	"Satisfied"
5207	"High School"	"Satisfied"
5208	"High School"	"More Or Less"
5209	"High School"	"More Or Less"
5211	"Lt High School"	"Not At All Sat"
5212	"Lt High School"	"Not At All Sat"
5213	"Lt High School"	"Not At All Sat"
5214	"High School"	"Satisfied"
5215	"Lt High School"	"Not At All Sat"
5216	"High School"	"More Or Less"
5217	"High School"	"More Or Less"
5218	"Lt High School"	"More Or Less"
5219	"Lt High School"	"Satisfied"
5221	"Lt High School"	"More Or Less"
5222	"High School"	"Not At All Sat"
5223	"Graduate"	"Satisfied"
5225	"Lt High School"	"Not At All Sat"
5226	"Lt High School"	"More Or Less"
5227	"Bachelor"	"More Or Less"
5228	"Bachelor"	"Not At All Sat"
5229	"Bachelor"	"Satisfied"
5230	"Bachelor"	"Satisfied"
5231	"Bachelor"	"Satisfied"
5232	"High School"	"More Or Less"
5233	"High School"	"More Or Less"
5234	"Junior College"	"Satisfied"
5235	"High School"	"Not At All Sat"
5236	"High School"	"More Or Less"
5237	"Bachelor"	"Satisfied"
5238	"Junior College"	"Not At All Sat"
5239	"Bachelor"	"Satisfied"
5240	"High School"	"More Or Less"
5241	"Bachelor"	"More Or Less"
5242	"Lt High School"	"Not At All Sat"
5243	"Lt High School"	"Not At All Sat"
5244	"Junior College"	"Not At All Sat"
5245	"High School"	"Satisfied"
5246	"High School"	"Satisfied"
5247	"Lt High School"	"Not At All Sat"
5248	"Lt High School"	"More Or Less"
5249	"Lt High School"	"Satisfied"
5250	"High School"	"Not At All Sat"
5251	"Bachelor"	"Not At All Sat"
5252	"Bachelor"	"More Or Less"
5253	"High School"	"More Or Less"
5254	"Bachelor"	"Satisfied"
5255	"Bachelor"	"More Or Less"
5256	"Lt High School"	"More Or Less"
5257	"High School"	"More Or Less"
5258	"High School"	"Not At All Sat"
5259	"High School"	"More Or Less"
5260	"Lt High School"	"More Or Less"
5261	"High School"	"Not At All Sat"
5262	"High School"	"Not At All Sat"
5263	"High School"	"Satisfied"
5264	"High School"	"More Or Less"
5265	"High School"	"More Or Less"
5266	"Lt High School"	"More Or Less"
5267	"High School"	"Satisfied"
5268	"High School"	"Satisfied"
5269	"Lt High School"	"More Or Less"
5270	"High School"	"Satisfied"
5271	"High School"	"More Or Less"
5272	"High School"	"Satisfied"
5273	"High School"	"Not At All Sat"
5274	"High School"	"More Or Less"
5275	"High School"	"Satisfied"
5276	"Lt High School"	"Satisfied"
5277	"High School"	"Satisfied"
5278	"Lt High School"	"Not At All Sat"
5279	"High School"	"Satisfied"
5280	"Lt High School"	"Not At All Sat"
5281	"High School"	"More Or Less"
5282	"Lt High School"	"More Or Less"
5283	"High School"	"Satisfied"
5284	"High School"	"Satisfied"
5285	"High School"	"More Or Less"
5286	"Lt High School"	"Not At All Sat"
5287	"High School"	"More Or Less"
5288	"High School"	"Satisfied"
5289	"Bachelor"	"Satisfied"
5290	"Bachelor"	"Satisfied"
5291	"Lt High School"	"Not At All Sat"
5292	"High School"	"More Or Less"
5293	"High School"	"More Or Less"
5294	"High School"	"Satisfied"
5295	"High School"	"Not At All Sat"
5296	"Lt High School"	"More Or Less"
5297	"Lt High School"	"More Or Less"
5298	"Bachelor"	"Not At All Sat"
5299	"High School"	"Satisfied"
5300	"High School"	"More Or Less"
5301	"Lt High School"	"Not At All Sat"
5302	"Lt High School"	"More Or Less"
5303	"Lt High School"	"More Or Less"
5304	"Lt High School"	"More Or Less"
5305	"High School"	"Satisfied"
5306	"High School"	"Satisfied"
5307	"High School"	"More Or Less"
5308	"High School"	"More Or Less"
5309	"High School"	"More Or Less"
5310	"High School"	"Satisfied"
5311	"Lt High School"	"More Or Less"
5312	"High School"	"Satisfied"
5313	"Lt High School"	"Satisfied"
5314	"High School"	"Satisfied"
5315	"Lt High School"	"More Or Less"
5316	"High School"	"More Or Less"
5317	"Lt High School"	"More Or Less"
5318	"High School"	"More Or Less"
5319	"Lt High School"	"More Or Less"
5320	"High School"	"Satisfied"
5322	"High School"	"Satisfied"
5323	"Lt High School"	"Not At All Sat"
5325	"Lt High School"	"Not At All Sat"
5326	"High School"	"Satisfied"
5327	"Lt High School"	"More Or Less"
5328	"High School"	"Satisfied"
5329	"High School"	"More Or Less"
5330	"High School"	"Not At All Sat"
5331	"Junior College"	"Not At All Sat"
5332	"Bachelor"	"More Or Less"
5333	"High School"	"Satisfied"
5334	"High School"	"More Or Less"
5335	"High School"	"Satisfied"
5336	"Lt High School"	"More Or Less"
5337	"High School"	"More Or Less"
5338	"High School"	"More Or Less"
5340	"High School"	"Not At All Sat"
5341	"High School"	"More Or Less"
5342	"Lt High School"	"Not At All Sat"
5343	"Lt High School"	"Not At All Sat"
5344	"High School"	"Not At All Sat"
5345	"Lt High School"	"More Or Less"
5346	"Lt High School"	"Not At All Sat"
5347	"High School"	"More Or Less"
5348	"High School"	"Satisfied"
5349	"High School"	"Not At All Sat"
5350	"High School"	"Satisfied"
5351	"Lt High School"	"Not At All Sat"
5352	"High School"	"More Or Less"
5353	"Bachelor"	"Satisfied"
5354	"Bachelor"	"Not At All Sat"
5355	"High School"	"Not At All Sat"
5356	"High School"	"More Or Less"
5357	"Lt High School"	"More Or Less"
5358	"High School"	"Not At All Sat"
5359	"High School"	"Satisfied"
5360	"High School"	"Not At All Sat"
5361	"Lt High School"	"Not At All Sat"
5362	"Lt High School"	"Satisfied"
